#ind,TIC,period_2g,period_2g_sigma_low,period_2g_sigma_high,chi2_2g,period_pf,period_pf_sigma_low,period_pf_sigma_high,chi2_pf,period_combined,period_combined_sigma_low,period_combined_sigma_high
2553,41865879,NaN,0.00000103,0.00000100,NaN,6.87410886,0.00001281,0.00000174,648744839.56691110,6.87410886,0.00001281,0.00000174
2554,419152938,0.42571230,0.00000073,0.00000076,108253368.91830409,0.42572232,0.00000011,0.00000060,124073500.38698730,0.42571349,0.00000159,0.00000908
2555,419635446,0.39078874,0.00000001,0.00000001,103454214.87093829,0.39081931,0.00000042,0.00000040,110819260.91047232,0.39078877,0.00000004,0.00003071
2556,419744996,7.00498070,0.00000057,0.00000057,33988285.23615957,7.00502109,0.00001546,0.00000081,80614284.72778228,7.00498100,0.00000073,0.00003799
2557,419994778,0.43080459,0.00000063,0.00000091,204584888.75763279,0.43080068,0.00000008,0.00000012,147988846.81157774,0.43080082,0.00000018,0.00000407
2558,420448703,NaN,NaN,NaN,NaN,1.17343332,0.00008547,0.00005515,30156.41428441,1.17343332,0.00008547,0.00005515
2559,420500461,2.47862502,0.00003603,0.00003928,248886.77585028,2.47914850,0.00000000,0.00000141,78803.78060645,2.47914884,0.00053266,0.00000132
2560,4206238,15.05746410,0.00000516,0.00000446,3332028.65937519,14.97247107,0.00003601,0.00000097,766901.68390395,14.97245385,0.00003684,0.08495522
2561,420962954,0.99698761,0.00000008,0.00000004,234842620.98570281,0.99699372,0.00000010,0.00000005,286377363.45625937,0.99698766,0.00000010,0.00000607
2562,421334320,17.80593823,0.00000186,0.00000181,163059036.84678918,17.80601012,0.00004824,0.00000735,141849131.60352618,17.80594179,0.00000475,0.00007212
2563,421714420,41.12473497,0.00008553,0.00008880,4426263.97307806,41.12483362,0.00084613,0.00073415,4065539.16887356,41.12474371,0.00034807,0.00047575
2564,421718004,NaN,0.00000023,0.00000023,NaN,NaN,NaN,NaN,10516602.83133281,NaN,NaN,NaN
2565,421782795,6.72988113,0.00000673,0.00000463,125234639.70035511,6.74249132,0.00002248,0.00001597,135305013.64321935,6.72989335,0.00001760,0.01260508
2566,422038373,8.22156409,0.00122884,0.00118219,84251.77445535,8.21968694,0.00000000,0.00000000,34387.54858374,8.22150282,0.00118191,0.00124855
2567,422246362,NaN,0.00001970,0.00002449,NaN,2.42316809,0.00001391,0.00001540,13381663.87222013,2.42316809,0.00001391,0.00001540
2568,423220124,1.50491475,0.00019894,0.00015188,31300.27373571,1.50456351,0.00037971,0.00001797,32382.99733469,1.50459312,0.00020661,0.00039338
2569,423439467,3.41643253,0.00000041,0.00000040,65983800.10142918,3.41639190,0.00002011,0.00001619,64770254.80359171,3.41643063,0.00004815,0.00000210
2570,4247738,1.30225053,0.00006355,0.00004929,74041.28606638,1.30234375,0.00001190,0.00000145,67770.43866198,1.30232883,0.00010590,0.00001578
2571,425166925,5.72916348,0.00020874,0.00019869,7514226.71662696,5.72903071,0.00032421,0.00035433,7202333.60836787,5.72911424,0.00028885,0.00025905
2572,425206121,NaN,0.00074101,0.00056749,NaN,4.60999613,0.00006840,0.00015704,136741.73095091,4.60999613,0.00006840,0.00015704
2573,425223388,3.62077357,0.00003132,0.00002221,439558.72902807,3.61961633,0.00023738,0.00036146,466103.56213008,3.62071310,0.00120093,0.00007168
2574,4254645,4.00542023,0.00000117,0.00000124,50391591335.81842041,4.00582468,0.00001312,0.00003791,36395182746.14434814,4.00581040,0.00039054,0.00003618
2575,425675208,3.40832848,0.00011727,0.00009720,47694.24081781,3.40824628,0.00014033,0.00013044,167625.64618215,3.40831247,0.00012793,0.00010505
2576,426389397,3.50941575,0.00012194,0.00011727,330312.06834948,3.50923690,0.00021109,0.00020834,318982.96355232,3.50934840,0.00021643,0.00015612
2577,426803687,1.47493096,0.00000165,0.00000162,445113323.66925454,1.47490152,0.00002032,0.00000265,320907600.61696488,1.47490442,0.00001488,0.00002702
2578,427312571,6.06628189,0.00000026,0.00000023,2662313899.21520376,6.06589456,0.00000000,0.00000867,482994141.70495600,6.06590319,0.00000629,0.00037860
2579,427348923,NaN,NaN,NaN,NaN,9.52518244,0.05164109,0.00452442,12243.61681425,9.52518244,0.05164109,0.00452442
2580,427654774,NaN,NaN,NaN,NaN,10.47089617,0.01496457,0.03852755,13893.38680262,10.47089617,0.01496457,0.03852755
2581,428186617,0.75160972,0.00000264,0.00000273,187567.62078656,NaN,NaN,NaN,99767.69611466,0.75160974,0.00000261,0.00000271
2582,428249301,2.70388438,0.00000729,0.00000745,7714507.13554133,2.70383491,0.00000235,0.00000632,4321680.01430398,2.70383963,0.00000630,0.00004587
2583,42827646,0.67807696,0.00000744,0.00001091,149884.30297630,0.67810568,0.00000495,0.00000680,952335.02482268,0.67807899,0.00000857,0.00001795
2584,428735978,2.71453718,0.00000017,0.00000019,69662990.51676138,2.71438234,0.00000551,0.00000444,609533467.16956353,2.71453715,0.00000027,0.00000021
2585,428795527,1.37381970,0.00000999,0.00001102,2072951.07297363,1.37291929,0.00000000,0.00000000,849656.02597984,1.37381965,0.00000968,0.00001106
2586,428942240,1.05211360,0.00000020,0.00000009,171311934.82615790,1.05203915,0.00000284,0.00030017,3248720.24141244,1.05204307,0.00000675,0.00028659
2587,428962300,2.94165400,0.00000295,0.00000303,2468233.71255282,2.94158803,0.00000414,0.00000446,24385199.16001409,2.94165356,0.00000384,0.00000331
2588,428981401,NaN,NaN,NaN,NaN,16.84446338,0.00234351,0.01842688,12715.18378803,16.84446338,0.00234351,0.01842688
2589,429021446,0.19432834,0.00000004,0.00000005,1741519.28019534,0.19432809,0.00000003,0.00000009,1798316.54282164,0.19432827,0.00000019,0.00000009
2590,429251781,3.76091103,0.00001491,0.00001529,133941.71054863,3.75956277,0.00003987,0.00000558,557401.05460386,3.76090651,0.00133865,0.00001762
2591,4299830,0.53381199,0.00035985,0.00040345,17268.36121840,0.53498777,0.00001731,0.00014679,11402.88681339,0.53497127,0.00124765,0.00010948
2592,430000969,15.43072139,0.00670009,0.00428200,12659.66426996,15.35010198,0.00023918,0.00011446,NaN,15.43072139,0.00670009,0.00428200
2593,430263572,1.24816062,0.00013889,0.00010944,28346.53935509,1.24820546,0.00002316,0.00001137,19905.67835496,1.24819934,0.00008267,0.00002327
2594,430808126,6.47945697,0.00002792,0.00002514,26607510.97110276,6.47936368,0.00004689,0.00004752,27652486.27533476,6.47942452,0.00008239,0.00004532
2595,430846854,NaN,NaN,NaN,NaN,1.35585651,0.00000000,0.00000000,11270.85794793,1.35585651,0.00000000,0.00000000
2596,431124333,1.88058717,0.00006419,0.00006763,216935.86954976,1.88066572,0.00009364,0.00007730,222003.78134103,1.88061961,0.00008174,0.00009139
2597,431486590,3.15864667,0.00004323,0.00021801,35503.50295008,3.15833237,0.00001764,0.00004538,35431.17326597,3.15843377,0.00011000,0.00030594
2598,432168104,NaN,NaN,NaN,NaN,1.27613580,0.00000000,0.00000000,10228.45125617,1.27613580,0.00000000,0.00000000
2599,434171112,NaN,NaN,NaN,NaN,6.37436766,0.00000000,0.00000000,9179.04523006,6.37436766,0.00000000,0.00000000
2600,434723918,16.20570432,0.00000674,0.00000717,5020772.50943545,16.20578884,0.00001342,0.00002009,5740269.90276494,16.20571622,0.00001537,0.00008131
2601,434893323,NaN,0.00000007,0.00000008,16208485706.71606827,1.36458619,0.00000216,0.00002803,16306834855.10613251,1.36458622,0.00000226,0.00002728
2602,43533897,0.31336943,0.00000019,0.00000019,617325242.58568716,0.31338033,0.00000006,0.00000071,625923074.33110833,0.31336992,0.00000058,0.00001075
2603,436168322,1.55202486,0.00000044,0.00000044,1621095067.49672079,1.55199173,0.00000002,0.00000002,1460479407.78588820,1.55199176,0.00000005,0.00003328
2604,436869712,1.49524222,0.00010010,0.00016228,3629016.43965804,3.05691083,0.00000000,0.00000000,4070090.34293042,1.49524105,0.00009554,0.00015933
2605,437248515,3.40538718,0.00024833,0.00024752,40328.70508940,3.40574280,0.00032327,0.00034329,33182.56984582,3.40556247,0.00032155,0.00038489
2606,438212183,NaN,NaN,NaN,NaN,3.80145061,4.24516705,0.00334487,2776.22100804,3.80145061,4.24516705,0.00334487
2607,439366537,8.62007402,0.00287672,0.00297207,22723.05832846,8.63148915,0.00000000,0.00000000,22365.79670285,8.62013735,0.00281170,0.00287940
2608,439943228,11.90975705,0.02810678,0.02665176,6965.75259068,11.87967927,0.00237681,0.00072841,7937.65207336,11.88063315,0.00290047,0.04278165
2609,440796977,0.78234873,0.00011679,0.00012951,20027.69173873,0.78245688,0.00034180,0.00006819,20760.87961919,0.78237822,0.00018179,0.00013390
2610,441422220,NaN,0.00000918,0.00001125,NaN,3.70017217,0.00000574,0.00000973,74503915.93121868,3.70017217,0.00000574,0.00000973
2611,441422527,2.93595728,0.00000857,0.00001004,624879978.62590885,2.93645365,0.00011054,0.00004774,490349966.25331432,2.93631479,0.00036069,0.00016706
2612,441608578,1.11625591,0.00011095,0.00011217,13229.83198402,1.11555426,0.00005408,0.00011317,14000.20626864,1.11605666,0.00052709,0.00025518
2613,441690583,5.64638844,0.00000086,0.00000089,66849253.43853108,5.64646039,0.00000217,0.00000158,44207030.00306201,5.64645819,0.00007000,0.00000314
2614,441694629,7.32999020,0.00000376,0.00000358,811357.08013549,7.33006015,0.00002229,0.00002771,822442.34932262,7.32999810,0.00000975,0.00007517
2615,441804674,4.27240001,0.00000006,0.00000005,317474326.49646926,4.26987899,0.00001626,0.00011121,3894466265.75289679,4.27239880,0.00000095,0.00000095
2616,44222598,2.15934634,0.00005823,0.00003539,186694.00643211,2.15917848,0.00000662,0.00001012,85306.52638465,2.15918492,0.00001129,0.00016124
2617,442829369,3.86266151,0.00000570,0.00000578,117681234.22036643,3.86255090,0.00001764,0.00003546,160737156.21963823,3.86265520,0.00010985,0.00000968
2618,443174527,9.36742710,0.00073253,0.00076949,232212.61178754,9.40713061,0.00000000,0.00000000,2056709.78054114,9.36741360,0.00073262,0.00077658
2619,443494454,3.57572924,0.00011890,0.00011978,81793.54579719,3.57570466,0.00017016,0.00016344,80470.21710945,3.57572161,0.00014382,0.00013521
2620,445067946,0.40843930,0.00000658,0.00000674,249666.30941079,0.40844001,0.00000264,0.00000344,223444.89269965,0.40843982,0.00000425,0.00000454
2621,445074203,4.36909883,0.00032589,0.00034049,5475.61286733,4.36927039,0.00044442,0.00047937,12055.20056892,4.36914056,0.00035627,0.00040767
2622,44560801,2.79470794,0.00046822,0.00069600,9169.32433064,2.79102669,0.00065435,0.00401143,10169.94188335,2.79435878,0.00362082,0.00100154
2623,445715549,0.64093607,0.00002782,0.00002097,64321.28482135,0.64093245,0.00022051,0.00000115,78374.06049303,0.64093237,0.00007920,0.00001573
2624,446127290,0.33362927,0.00000003,0.00000003,2331259645.54780722,0.33362637,0.00000078,0.00000289,1705426327.60295796,0.33362921,0.00000330,0.00000009
2625,446175401,0.36414081,0.00000023,0.00000023,6033517.08200323,0.36414119,0.00000021,0.00000020,5958400.65278201,0.36414101,0.00000032,0.00000028
2626,44631957,15.31340335,0.00453778,0.00438961,16455.20233108,15.29988302,0.00151263,0.00824821,14172.58038367,15.30787281,0.00885553,0.00768860
2627,44890224,10.42987351,0.00532440,0.00892867,1060067.54754362,10.43188328,0.00151086,0.00142165,43265.01427663,10.43186191,0.00153051,0.00150210
2628,448913059,0.36777218,0.00000012,0.00000011,1274294647.97683430,0.36777230,0.00000025,0.00000025,76427495.57540113,0.36777229,0.00000024,0.00000025
2629,449351034,NaN,NaN,NaN,NaN,2.18178112,0.00001555,0.00108336,6151.00246872,2.18178112,0.00001555,0.00108336
2630,450109281,10.88888007,0.00017945,0.00017906,711772.66325661,10.88950238,0.00068921,0.00913588,2408651.30252522,10.88892161,0.00021250,0.00033345
2631,450637853,0.49715487,0.00000001,0.00000002,118215638.79236864,NaN,NaN,NaN,415157320.45022190,0.49715487,0.00000001,0.00000002
2632,450798369,NaN,NaN,NaN,NaN,1.15917021,0.00000000,0.00000000,45698.69400418,1.15917021,0.00000000,0.00000000
2633,452575636,2.04230330,0.00000191,0.00000180,25572240.79776911,2.04232807,0.00000169,0.00000232,18940162.84086301,2.04232616,0.00002348,0.00000333
2634,452734608,1.99455090,0.00000058,0.00000054,8068890587.34554482,1.99426643,0.00000834,0.00000318,6636752132.75724792,1.99427070,0.00000915,0.00028041
2635,452895993,3.33713398,0.00005517,0.00005161,944989.62731481,3.33728679,0.00049371,0.00017615,205308.61629791,3.33719359,0.00032622,0.00024281
2636,453152562,16.05426039,0.00629366,0.00917044,27398.50114144,16.06291317,0.01092810,0.01444012,27247.36906347,16.05822454,0.00877977,0.01307163
2637,453828066,9.13448733,0.00005326,0.00004704,13646884.95311688,9.13415605,0.00008607,0.00032529,5860168.30419045,9.13433591,0.00024144,0.00018482
2638,454058066,6.45576961,0.00002122,0.00002036,309243287.99942571,6.45651844,0.00003115,0.00007678,104450434.45397468,6.45650534,0.00072839,0.00007521
2639,454855280,7.96133623,0.00012875,0.00013008,103468.90965015,7.96408688,0.00017311,0.00035845,184298.55589972,7.96144125,0.00019201,0.00270038
2640,455064763,0.29571989,0.00000000,0.00000000,786094117.26357055,0.29570832,0.00000064,0.00000043,163242343.85889789,0.29570832,0.00000063,0.00000042
2641,455206965,0.09624097,0.00000112,0.00000192,23556.66713731,0.09624064,0.00000000,0.00000003,33949.72220501,0.09624068,0.00000062,0.00000183
2642,455790537,0.93509017,0.00000117,0.00000117,30495662.35156982,0.93530223,0.00000051,0.00000437,179536172.95437628,0.93509041,0.00000130,0.00000215
2643,455991789,18.35550217,0.00121489,0.00116511,366959.54288846,18.35109617,0.00161981,0.00167193,472874.04396288,18.35420108,0.00363434,0.00201536
2644,456260074,15.42467160,0.00230571,0.00331106,22936.96048833,15.38247096,0.00190185,0.00037335,21927.22207018,15.38324327,0.00168987,0.04289085
2645,456307422,2.61208969,0.00005038,0.00003563,42890.49753780,2.61185692,0.00016333,0.00013156,203046.28876451,2.61207681,0.00009875,0.00004400
2646,457173024,0.79888469,0.00000016,0.00000017,25377887427.25840759,0.79895402,0.00000465,0.00000009,21838588924.81938934,0.79894688,0.00006226,0.00000719
2647,457427613,1.22278648,0.00000918,0.00012140,527942.21267577,1.22189569,0.00000000,0.00000000,458302.13952898,1.22278718,0.00001008,0.00012413
2648,458387660,3.96476934,0.00006743,0.00006625,1414872.36046741,3.96411358,0.00002944,0.00003475,1781050.71882807,3.96468455,0.00058135,0.00012134
2649,458859193,1.15012846,0.00003513,0.00002090,54612.71923463,1.14996355,0.00008406,0.00006487,54991.73818600,1.15007129,0.00014677,0.00006705
2650,459173473,0.98742474,0.00120418,0.00111100,1016605.64071643,0.98498359,0.00000000,0.00000000,16385.45370931,0.98741484,0.00123097,0.00086653
2651,459894730,12.11155882,0.00003668,0.00003379,173764.08164221,12.11156303,0.00002925,0.00001818,171283.76346858,12.11156131,0.00003231,0.00002412
2652,461271719,3.81170930,0.00090099,0.00054123,56878.51946838,3.82892897,0.00000000,0.00000000,38874.76584086,3.81171359,0.00086981,0.00053822
2653,461579405,13.91762696,0.00024431,0.00023705,23266.78317940,13.91670380,0.00000000,0.00011784,22291.30010619,13.91745883,0.00068530,0.00033472
2654,462785373,31.83693233,0.00036142,0.00038543,2831103.41583093,31.82961641,0.00511435,0.00294773,2372654.85543500,31.83385668,0.00705682,0.00323691
2655,464806209,18.92542524,0.00019542,0.00019031,904107665.17989075,NaN,NaN,NaN,47756261.72166509,18.92542142,0.00018795,0.00019240
2656,464886060,1.08176406,0.00001862,0.00002769,407618.40025647,1.08179217,0.00000126,0.00000263,2901701.30474574,1.08176904,0.00002174,0.00002490
2657,467181063,15.51954409,0.00066125,0.00068777,87819.06866434,15.52094903,0.00109082,0.00203127,98424.75467872,15.52003773,0.00092282,0.00181748
2658,467354611,NaN,0.00004444,0.00002599,NaN,13.91190664,0.00002052,0.00003164,3472797.50472005,13.91190664,0.00002052,0.00003164
2659,467574373,1.07689535,0.00002952,0.00003602,1392112.93514409,NaN,NaN,NaN,139038.99021797,1.07689654,0.00003026,0.00003691
2660,468948126,2.30643301,0.00002737,0.00002755,2551490.22027130,2.30641702,0.00003478,0.00003691,2529809.67894584,2.30642557,0.00003221,0.00003255
2661,469924870,3.07649892,0.00000002,0.00000002,693962198.10199833,3.07585242,0.00000011,0.00000035,4839667216.88629913,3.07649864,0.00000025,0.00000025
2662,469970988,1.35160876,0.00000002,0.00000002,799539675.93526375,1.35201790,0.00001833,0.00001672,923383150.62739599,1.35160912,0.00000029,0.00041581
2663,469979014,1.16287003,0.00000117,0.00000258,6097155.94675023,1.16261664,0.00000023,0.00000024,6380436.49706905,1.16286771,0.00025118,0.00000358
2664,470444880,0.77349112,0.00030145,0.00022746,10542.33772728,0.77350838,0.00033361,0.00025748,5549.67699233,0.77349929,0.00032691,0.00024663
2665,470937126,1.00079097,0.00037938,0.00034769,7312.66176820,1.00104355,0.00056430,0.00000603,6288.16543845,1.00089482,0.00045473,0.00015691
2666,471013547,3.53962849,0.00218241,0.00136160,14836.77095050,3.54107776,0.00136619,0.00103268,13872.06184673,3.54038099,0.00188518,0.00137996
2667,47402214,1.29313445,0.00022396,0.00039851,17830.67618504,1.29339754,0.00098482,0.00000356,16697.99547125,1.29321422,0.00045224,0.00018958
2668,47757785,15.67834224,0.00000802,0.00000873,56372824.76065141,15.67923348,0.00000578,0.00000521,58195658.26910248,15.67836097,0.00002265,0.00087494
2669,48063032,0.58619269,0.00000161,0.00000074,4691598.44261973,0.58623472,0.00002220,0.00001089,5730519.53677116,0.58619356,0.00000188,0.00004514
2670,48084398,NaN,0.00000359,0.00000387,NaN,2.12210294,0.00000407,0.00002930,160240103.03412497,2.12210294,0.00000407,0.00002930
2671,48184317,NaN,NaN,NaN,2461.13397215,0.23790871,0.00000049,0.00003629,2840.27644759,0.23790875,0.00000054,0.00003621
2672,48191564,9.56833736,0.00053529,0.00054145,119955.57279977,9.56799723,0.00024165,0.00022824,124113.07077438,9.56810798,0.00034163,0.00050729
2673,48356677,NaN,0.00001090,0.00001134,668900053.17045283,10.76214071,0.00000385,0.00000020,487113506.83293205,10.76214065,0.00000388,0.00000026
2674,48476907,NaN,NaN,NaN,NaN,4.70358324,0.00009544,0.00001213,16302.12480540,4.70358324,0.00009544,0.00001213
2675,48880872,2.18710161,0.00033049,0.00034371,22575.32986287,2.18783728,0.00056536,0.00042328,23204.34674958,2.18736737,0.00047545,0.00066661
2676,49418981,2.56764152,0.00000381,0.00000407,107600554.33712389,2.56806583,0.00000015,0.00000040,14258405.72193525,2.56806582,0.00000028,0.00000043
2677,49671442,4.20308786,0.00172322,0.00195242,15352.86935911,4.20600760,0.01006302,0.00106023,14951.25567186,4.20356493,0.00346917,0.00304574
2678,49701947,5.77757905,0.00029992,0.00028542,84775.93961593,5.78054774,0.00029059,0.00050363,92504.26061145,5.77810374,0.00067482,0.00267379
2679,49799894,0.27090642,0.00000071,0.00000072,3208377.73858294,0.27090760,0.00000001,0.00000004,6747167.24165388,0.27090688,0.00000098,0.00000073
2680,50273697,0.33207395,0.00000011,0.00000011,10948440.18885978,0.33207381,0.00000009,0.00000009,10927028.29871857,0.33207387,0.00000012,0.00000013
2681,50758245,4.51466785,0.00001114,0.00001079,122444444.66389346,4.51475579,0.00028132,0.00003787,97025623.57263070,4.51467192,0.00007271,0.00010624
