#ind,TIC,period_2g,period_2g_sigma_low,period_2g_sigma_high,chi2_2g,period_pf,period_pf_sigma_low,period_pf_sigma_high,chi2_pf,period_combined,period_combined_sigma_low,period_combined_sigma_high
2369,344456744,1.25239157,0.00000036,0.00000035,3444284681.86112118,1.25239026,0.00000029,0.00000052,3178834865.18494463,1.25239097,0.00000086,0.00000076
2370,345170707,4.05707161,0.00014495,0.00014901,159219.94265591,4.05693577,0.00021839,0.00023052,157587.92613034,4.05702189,0.00020976,0.00017641
2371,345324572,5.13635371,0.00004311,0.00004484,8806237.44688460,5.13289726,0.00029268,0.00009984,255246.21642600,5.13290154,0.00030073,0.00010714
2372,345835653,0.92491985,0.00010230,0.00009393,14237.55629136,0.92501458,0.00001726,0.00000617,10976.26825860,0.92500332,0.00012032,0.00001702
2373,346073081,0.69581890,0.00001091,0.00001123,79248.77618962,0.69579430,0.00000230,0.00000599,45920.02352842,0.69579857,0.00000583,0.00002226
2374,346541355,8.16124931,0.00000537,0.00000513,135418346.59103572,8.16126215,0.00000897,0.00000937,187350494.49378937,8.16125290,0.00000729,0.00001205
2375,348517784,2.11099685,0.00000098,0.00000106,6883856683.18344498,2.11089256,0.00022994,0.00001990,6841651530.57289314,2.11099453,0.00021264,0.00000290
2376,348555861,NaN,NaN,NaN,NaN,2.15879874,0.00010769,0.00054484,20430.09328870,2.15879874,0.00010769,0.00054484
2377,348759510,3.71610160,0.00001794,0.00001790,3106297.17669201,3.71636250,0.00003177,0.00003447,3154599.02121468,3.71614366,0.00005078,0.00023494
2378,348770361,2.76880606,0.00049884,0.00032678,25752.55594788,2.76836887,0.00055365,0.00004645,27767.50656024,2.76840948,0.00038575,0.00056527
2379,348897766,0.44205683,0.00000030,0.00000001,18770375218.11832428,NaN,NaN,NaN,8115858878.17415524,0.44205683,0.00000030,0.00000001
2380,349480752,77.75399590,0.00105128,0.00098657,613384.35429347,77.73878987,0.00070384,0.00006351,434765.53433683,77.73885734,0.00047951,0.01545028
2381,349483495,1.99780774,0.00016273,0.00015720,63554.75896459,1.99759238,0.00000917,0.00004001,61235.45436483,1.99763260,0.00004729,0.00024909
2382,349519544,18.75276096,0.00002161,0.00002222,3581399.12371581,NaN,NaN,NaN,252411753.59041929,18.75276053,0.00002111,0.00002225
2383,349762699,31.39484540,0.00381367,0.00383887,25308.67531522,31.39596055,0.00404672,0.00080867,22290.38491484,31.39534688,0.00380672,0.00178191
2384,349832824,1.04073058,0.00000008,0.00000008,336041043.26071882,1.04072875,0.00000001,0.00000003,324512356.87217921,1.04072881,0.00000007,0.00000180
2385,349835367,3.34082069,0.00000054,0.00000051,5077860.62625529,3.34081367,0.00000081,0.00000072,2823224.90795377,3.34081419,0.00000107,0.00000658
2386,349911034,0.53847853,0.00000550,0.00000550,149494.73115028,0.53847731,0.00000488,0.00000431,144672.14009572,0.53847786,0.00000530,0.00000498
2387,350480660,4.46381753,0.00000575,0.00000583,762186.46832630,4.46381156,0.00000997,0.00001309,804825.95777109,4.46381580,0.00000946,0.00000804
2388,350618622,52.97804988,0.00021316,0.00021593,348443.11072332,52.97702563,0.00049019,0.00063094,323933.04394186,52.97776896,0.00100266,0.00039637
2389,350987976,1.29755511,0.00000517,0.00000517,45515561.73603259,1.29758277,0.00000859,0.00006086,32350572.05311716,1.29757390,0.00002045,0.00004742
2390,351297515,3.14620117,0.00005842,0.00005278,937788.69467145,3.14629479,0.00009831,0.00028697,907556.27274891,3.14623367,0.00007490,0.00020566
2391,352077081,2.52101628,0.00000770,0.00000768,79303918.05029038,2.52111730,0.00001259,0.00001997,54229516.07408422,2.52110469,0.00009057,0.00002505
2392,352110251,6.06164711,0.00000548,0.00000565,1243111.17094487,6.06160699,0.00005889,0.00006861,1163555.69261460,6.06164377,0.00006666,0.00001159
2393,352915304,NaN,NaN,NaN,NaN,3.49331657,0.00013095,0.00003768,50639.41741430,3.49331657,0.00013095,0.00003768
2394,353565609,0.38041691,0.00000000,0.00000000,22539820.80743699,0.38040921,0.00000000,0.00000000,251333055.79615155,NaN,NaN,NaN
2395,353863850,2.12913909,0.00000012,0.00000013,668334643.49413717,2.12913893,0.00000165,0.00000031,684612075.76158750,2.12913905,0.00000089,0.00000018
2396,353871287,3.17566191,0.00000245,0.00000218,8515257.95942562,3.17566347,0.00001209,0.00000812,8861219.19293941,3.17566211,0.00000512,0.00000507
2397,353894978,3.34182698,0.00000020,0.00000022,49448255.43201040,3.34182675,0.00000046,0.00000050,97555760.77424908,3.34182694,0.00000033,0.00000027
2398,354023414,1.35320366,0.00000534,0.00000538,48783211.96572524,1.35320245,0.00000354,0.00000316,48406921.21797923,1.35320288,0.00000421,0.00000433
2399,354437781,1.30562410,0.00018330,0.00018517,426784.84901527,1.30921902,0.00000025,0.00000000,1318577.38324580,1.30566000,0.00019747,0.00034291
2400,355151781,1.58072055,0.00000164,0.00000186,1928554.31495269,NaN,NaN,NaN,37177801.22625642,1.58072055,0.00000168,0.00000184
2401,355357949,1.46044031,0.00000472,0.00000476,159224.51655544,1.46045545,0.00002033,0.00002094,51942.63156648,1.46044809,0.00001262,0.00002413
2402,355703913,2.10616214,0.00001044,0.00003129,34970.99996890,2.10590158,0.00034512,0.00011615,33772.63424538,2.10613165,0.00039890,0.00004534
2403,356340346,23.85426668,0.00000145,0.00000139,30193987.22196537,23.85430328,0.00011710,0.00001142,40048880.00624841,23.85426704,0.00000436,0.00004028
2404,356524567,1.15396418,0.00007378,0.00007204,29316.35790613,1.15402967,0.00006694,0.00003415,30854.30203307,1.15399802,0.00007965,0.00005874
2405,35655828,8.07275469,0.00031375,0.00031317,432077.20548853,8.07292561,0.00055689,0.00040040,451352.79196401,8.07281922,0.00040762,0.00038329
2406,356701798,1.07255313,0.00000025,0.00000024,116075593.11301447,1.07255331,0.00000018,0.00000017,115904598.65742885,1.07255323,0.00000025,0.00000021
2407,356978132,60.18489543,0.00090017,0.00091327,131119.70791563,60.18585507,0.00073400,0.00042976,131862.76887071,60.18542239,0.00101718,0.00074527
2408,357398958,0.47773555,0.00000000,0.00005070,261355253.15294665,NaN,NaN,NaN,248149834.48929161,0.47776968,0.00002349,0.00003889
2409,358108063,2.98585253,0.00000077,0.00000074,4838995.91648417,2.98572334,0.00000009,0.00000010,7111218.94988421,2.98585178,0.00012848,0.00000121
2410,358465355,0.57057026,0.00003993,0.00004953,53041.94637193,0.57050261,0.00002257,0.00002194,47838.30902173,0.57052453,0.00003491,0.00006753
2411,358613523,1.32833573,0.00000009,0.00000009,2430635083.21075821,1.32833538,0.00000192,0.00000951,749423102.25224471,1.32833571,0.00000187,0.00000722
2412,359308549,1.22463798,0.00116906,0.00115119,32765891.28804117,1.22268179,0.00000284,0.00002136,38680.74071040,1.22268177,0.00000384,0.00002161
2413,359588615,4.80283798,0.00000299,0.00000326,422770.78176426,4.80419888,0.00099155,0.00072369,452630.68969096,4.80284296,0.00000721,0.00169621
2414,359676320,0.49757805,0.00000140,0.00000137,212538.68103878,0.49757069,0.00000332,0.00000577,193475.06123012,0.49757646,0.00000757,0.00000253
2415,362043085,6.86258423,0.00045298,0.00046492,77541.90878921,6.86250464,0.00062734,0.00071712,68106.44402857,6.86255861,0.00055349,0.00055931
2416,362104293,28.96206056,0.00002833,0.00003010,891894.60003592,28.96164959,0.00005336,0.00007258,659366.79339626,28.96173430,0.00011648,0.00033654
2417,364107753,7.79179215,0.00125771,0.00214358,28066.56470968,7.79435673,0.00013327,0.00000000,28716.67580815,7.79322958,0.00232143,0.00108534
2418,364395234,1.37570618,0.00003473,0.00003438,73354.35481584,1.37577260,0.00012546,0.00007939,52846.80983955,1.37572637,0.00005961,0.00009231
2419,365070128,7.25398707,0.00007512,0.00013860,71995.79284954,7.25459835,0.00036006,0.00157836,72875.44976614,7.25415081,0.00020840,0.00118727
2420,365198355,0.55877306,0.00000004,0.00000009,73151236.08561517,0.55871267,0.00000045,0.00000056,7780510.02081820,0.55871275,0.00000049,0.00000073
2421,365203184,5.26117103,0.00006674,0.00006484,874561.49750740,5.26070658,0.00054447,0.00014707,713894.21040038,5.26090221,0.00049649,0.00029491
2422,365366508,1.96465883,0.00000169,0.00000177,675369018.94762516,1.96399497,0.00000185,0.00000265,714490502.99686921,1.96465570,0.00066158,0.00000401
2423,36594985,0.98788400,0.00001691,0.00001083,364479.16242876,0.98774662,0.00017843,0.00059038,351881.92130565,0.98787959,0.00022048,0.00014756
2424,365956683,5.73106111,0.00000041,0.00000094,390519123.27245945,5.73856539,0.00001255,0.00001226,341022002.38995582,5.73854536,0.00748323,0.00002684
2425,366072761,7.65956585,0.00006470,0.00006070,578034.41380460,7.65963097,0.00011822,0.00012290,456225.92922278,7.65959050,0.00008569,0.00011325
2426,366517337,1.68864382,0.00000015,0.00000014,134456521.25004077,1.68864485,0.00000023,0.00000023,129445260.58526720,1.68864432,0.00000057,0.00000064
2427,367448265,1.86536263,0.00000001,0.00000001,890030691.62589407,1.86528028,0.00000002,0.00000002,203073505.78246200,1.86528030,0.00000007,0.00008230
2428,368452480,0.54957916,0.00000055,0.00000056,23783795.73271833,0.54958327,0.00000048,0.00000038,36053221.87077860,0.54957967,0.00000086,0.00000370
2429,368779536,NaN,0.00002249,0.00002161,NaN,3.95698807,0.00053576,0.00001829,6765886.63922898,3.95698807,0.00053576,0.00001829
2430,369334982,6.97138902,0.00033406,0.00054485,14032.17340939,6.97053214,0.00337699,0.00096454,15534.04647886,6.97118759,0.00206871,0.00062661
2431,369586828,0.08201445,0.00000080,0.00000040,81969.54059669,0.08201285,0.00000005,0.00000002,331239.70135004,0.08201421,0.00000135,0.00000059
2432,370085638,10.77351341,0.00853791,0.00922846,10648.43936216,10.80547200,0.00004293,0.00016506,9668.30091356,10.80539329,0.03555814,0.00016516
2433,370101325,0.50908241,0.00000128,0.00000070,7966580.27645392,0.50908635,0.00000211,0.00000130,8287978.94057480,0.50908335,0.00000164,0.00000362
2434,370676773,1.80011044,0.00000092,0.00000078,1669834.12738614,1.79950042,0.00000223,0.00000473,45299221.83672924,1.80011037,0.00000101,0.00000084
2435,371738956,0.26874949,0.00000229,0.00000187,83565.48146961,0.26874845,0.00000233,0.00000209,210487.16851797,0.26874916,0.00000231,0.00000202
2436,371839073,3.79535791,0.00000187,0.00000201,16178923.17406446,3.79596423,0.00002042,0.00001821,16781140.47679546,3.79536274,0.00000579,0.00060987
2437,371989318,3.78921253,0.00053473,0.00027601,12718.31937640,3.80434132,0.00772002,0.00000000,13588.31112233,3.78936921,0.00057521,0.00962644
2438,371991062,8.90527486,0.00257714,0.00223965,18522.44242214,8.90533712,0.00415499,0.00539011,13940.60003125,8.90531998,0.00341316,0.00371637
2439,372366518,0.55860086,0.00000074,0.00000073,19842597.54559775,0.55860053,0.00000052,0.00000051,18723703.14853556,0.55860065,0.00000060,0.00000067
2440,373693175,1.32749288,0.00007338,0.00007325,52775.74419634,1.32756749,0.00005538,0.00003919,57669.92481214,1.32753426,0.00008111,0.00006036
2441,373844472,1.83912805,0.00000365,0.00000357,369908.28897675,1.83903430,0.00000063,0.00000066,157133.30202526,1.83903468,0.00000085,0.00009322
2442,37435039,0.79975573,0.00000031,0.00000031,7185109609.67168427,0.79976453,0.00001151,0.00001791,13879332232.72723389,0.79975584,0.00000047,0.00001048
2443,374366829,5.62339229,0.00005209,0.00005467,1885027.71509791,5.62358036,0.00011324,0.00013684,2271275.69961340,5.62344345,0.00008281,0.00018915
2444,374828411,0.28272305,0.00000000,0.00000000,267524605.37040171,0.28271043,0.00000009,0.00000009,1068445081.52456856,0.28271043,0.00000009,0.00000009
2445,375506058,2.65016168,0.00002136,0.00002061,476033.42414394,2.65014861,0.00004559,0.00003321,463791.86322890,2.65015684,0.00003493,0.00002537
2446,375854079,27.32892752,0.00002609,0.00002600,37638155.59388265,27.31920034,0.00006452,0.00008377,12103530.20889473,27.31923575,0.00008620,0.00968108
2447,376023519,0.36437743,0.00000001,0.00000001,573814540.30667055,0.36437743,0.00000004,0.00000008,588786350.21767664,0.36437743,0.00000002,0.00000004
2448,37606218,NaN,0.00014568,0.00018820,NaN,7.83582707,0.00006838,0.00007200,7163655.68587046,7.83582707,0.00006838,0.00007200
2449,376339249,6.29748331,0.00785844,0.00897860,8240555.19482658,6.30802777,0.00273932,0.00136935,21072.93126940,6.30803813,0.00274361,0.00133347
2450,376963666,1.24909167,0.00000008,0.00000008,791090167.85560334,1.24909210,0.00000005,0.00000006,765841531.74758852,1.24909200,0.00000037,0.00000013
2451,377060843,20.88243567,0.00041250,0.00040830,45935.66503103,20.90361306,0.00778658,0.00982625,230501.00825030,20.88253648,0.00045459,0.00623738
2452,377390037,1.80525634,0.00000238,0.00000430,2642503.60223517,1.80587885,0.00000649,0.00003314,606996.58354786,1.80587683,0.00061599,0.00003006
2453,377506471,1.77474516,0.00000003,0.00000003,7576217207.08240604,1.77474888,0.00000332,0.00000032,6696989381.63886452,1.77474520,0.00000007,0.00000385
2454,378275454,7.65608442,0.00001453,0.00001603,98636652.99382374,7.65566161,0.00003518,0.00096377,92423499.86151402,7.65607726,0.00043464,0.00007508
2455,379865347,0.93312630,0.00012068,0.00013574,26673.77280075,0.93305771,0.00000000,0.00000091,23547.01950750,0.93305928,0.00001365,0.00015729
2456,38023570,1.22168160,0.00019890,0.00020856,12791.24076591,1.22200634,0.00000009,0.00000028,12578.72470151,1.22200581,0.00041585,0.00000100
2457,380618882,6.47018194,0.00001512,0.00001519,92757770.73241456,6.47020457,0.00002081,0.00002382,92307869.29895233,6.47019125,0.00001925,0.00002485
2458,380784511,1.01409828,0.00042363,0.00043349,11055.72342250,1.01417761,0.00003213,0.00001255,9897.70957670,1.01417270,0.00026721,0.00011489
2459,380822025,8.48110990,0.00015022,0.00015182,792150.50037363,8.48140382,0.00015193,0.00053994,1125805.14233690,8.48122285,0.00020826,0.00035226
2460,382028425,8.84573762,0.00004982,0.00004794,288363.35733468,8.84589371,0.00013699,0.00011566,300994.78519112,8.84577692,0.00007565,0.00016801
2461,382067804,26.13137548,0.00000495,0.00000490,49775145.50532459,26.13137426,0.00000761,0.00000720,52331463.77809207,26.13137498,0.00000630,0.00000585
2462,382069441,5.48788189,0.00002346,0.00002289,3618151.57543301,5.48949709,0.00002061,0.00003742,2265642.55555482,5.48947908,0.00160187,0.00004254
2463,382266319,0.34429069,0.00001006,0.00000003,1336762995.32231569,NaN,NaN,NaN,2552498562.78536034,0.34429069,0.00001013,0.00000003
2464,384031569,20.82199422,0.00001706,0.00001697,2365245.25832589,20.82154482,0.00003191,0.00007696,3865514.22908997,20.82197896,0.00044097,0.00002634
2465,384654908,4.45337136,0.00000183,0.00000159,8393990544.36825943,4.45385164,0.00011483,0.00001209,7985405452.60013580,4.45361563,0.00024512,0.00024185
2466,384742846,NaN,0.00000025,0.00000056,NaN,6.35693049,0.00000643,0.00000646,137657941.94095138,6.35693049,0.00000643,0.00000646
2467,386166904,12.35559441,0.00001899,0.00001895,2492428.46679796,12.35555524,0.00000000,0.00000016,12389865.32470908,12.35559230,0.00002547,0.00001966
2468,386437695,3.57515062,0.00008110,0.00008441,296354.33816589,3.57534060,0.00020540,0.00018602,86512.45166821,3.57527295,0.00016896,0.00021753
2469,38686737,NaN,NaN,NaN,NaN,2.24780394,0.00005689,0.00005507,73484.45514891,2.24780394,0.00005689,0.00005507
2470,38687360,0.50759792,0.00000000,0.00000000,2782055595.43859577,NaN,NaN,NaN,6386363867.95658112,NaN,NaN,NaN
2471,387178621,8.18710347,0.00003128,0.00002954,48942094.05825311,8.18617568,0.00035811,0.00077571,13308633.21750829,8.18644839,0.00057439,0.00066928
2472,387259626,3.62334139,0.00004923,0.00004905,148120.41697572,3.62332232,0.00007581,0.00008187,120080.33102844,3.62333362,0.00006800,0.00006343
2473,387356770,3.47652893,0.00002039,0.00002115,1451897.60164504,3.47653866,0.00003459,0.00001092,1464798.83162603,3.47653277,0.00002600,0.00001707
2474,387586260,0.88046654,0.00000138,0.00000136,1071356091.95055056,NaN,NaN,NaN,28668463.19863570,0.88046665,0.00000142,0.00000114
2475,387901176,3.71559315,0.00000187,0.00000201,360145.30347467,3.71559640,0.00000463,0.00001157,285505.14422318,3.71559436,0.00000293,0.00000858
2476,388196465,1.74214223,0.00000005,0.00000005,244816524.58579803,1.74197164,0.00001017,0.00000137,239952394.59847769,1.74197565,0.00000893,0.00016667
2477,388244501,2.11886055,0.00001861,0.00001827,4661448.32813142,2.11860755,0.00000992,0.00002620,1941444.34184078,2.11862191,0.00002199,0.00023664
2478,388529207,7.37477408,0.00003345,0.00003328,30322.41145643,7.37477691,0.00005672,0.00008115,28444.98584516,7.37477454,0.00004382,0.00005396
2479,389728831,0.26088541,0.00000019,0.00000019,286483797.09682912,0.26088566,0.00000049,0.00000510,296524825.00273097,0.26088547,0.00000028,0.00000244
2480,389761749,4.17195309,0.00000210,0.00000222,26625551.31960071,4.17197131,0.00002714,0.00013756,25350845.90694610,4.17195458,0.00000441,0.00008712
2481,39011225,2.62806880,0.00001532,0.00001560,23663498.35668266,2.62791168,0.00008318,0.00036825,23433265.27480350,2.62806224,0.00018971,0.00003796
2482,390651552,1.46719589,0.00013357,0.00011107,10953.87978373,1.46689545,0.00000154,0.00000000,9729.49777912,1.46708711,0.00019298,0.00018340
2483,391051349,6.00388094,0.00000287,0.00000304,2952059386.30496931,6.00374947,0.00244642,0.00029560,2647789928.30354023,6.00387768,0.00137003,0.00002696
2484,391663438,NaN,NaN,NaN,NaN,0.19945463,0.00010029,0.00001323,10225.89643291,0.19945463,0.00010029,0.00001323
2485,392113518,4.36358630,0.00050132,0.00049721,61090.51058669,4.36329727,0.00024257,0.00029332,56034.23878658,4.36339039,0.00032237,0.00044719
2486,392963260,12.25240011,0.00000137,0.00000109,120672.21960268,NaN,NaN,NaN,617729.80935857,12.25240010,0.00000135,0.00000110
2487,393672471,1.31187742,0.00027871,0.00041175,15162.72448153,1.31123309,0.00074319,0.00007541,12694.77991710,1.31132973,0.00051558,0.00071482
2488,393819751,NaN,0.00000843,0.00000821,NaN,2.05150277,0.00001252,0.00000383,27147890.11855160,2.05150277,0.00001252,0.00000383
2489,393837491,8.57051478,0.00050011,0.00052214,36823.88373207,8.57154976,0.00170682,0.00130755,74028.87205158,8.57064191,0.00064911,0.00104106
2490,394131772,NaN,NaN,NaN,51412.50465174,0.81902374,0.00001756,0.00003387,26722.95908550,0.81902399,0.00001745,0.00003381
2491,394657952,0.87237780,0.00000970,0.00000963,2242679.49092494,0.87247437,0.00000929,0.00002099,369188.80168718,0.87247243,0.00001737,0.00002066
2492,394728064,42.74783754,0.06945294,0.07378693,169552431.84197515,42.68481133,0.00000000,0.00500987,147218381.75435573,42.69515752,0.00967969,0.10321764
2493,395429348,1.65133116,0.00026770,0.00027264,26285.37728534,1.65138330,0.00020824,0.00012329,29333.07802409,1.65136168,0.00024845,0.00018371
2494,395459736,NaN,NaN,NaN,NaN,5.32352041,0.00001163,0.00019134,9705.18344361,5.32352041,0.00001163,0.00019134
2495,396201681,7.03842004,0.00000058,0.00000059,9661555.97182233,7.03841000,0.00000464,0.00000082,8550030.50899415,7.03841138,0.00000365,0.00000890
2496,396300606,4.29233749,0.00009494,0.00003960,1822866.94022836,4.28993554,0.00000000,0.00000010,528437.47656780,4.28993754,0.00000137,0.00240644
2497,396721448,29.39195134,0.01759282,0.01836939,40107.73391854,29.45757305,0.01381819,0.03068128,39546.38550089,29.43065415,0.04621071,0.04211752
2498,396902326,15.94359266,0.01943218,0.01859966,12408.90784807,15.85375723,0.00029136,0.00086086,12637.96224746,15.89490761,0.04129479,0.05704317
2499,396954096,0.30265962,0.00000016,0.00000026,6361796.77362680,0.30264946,0.00000021,0.00000034,6455218.55595568,0.30265911,0.00000974,0.00000063
2500,397100292,5.03550688,0.00000842,0.00000840,1153127.88621965,5.03550584,0.00001589,0.00001432,1149712.90367475,5.03550656,0.00001181,0.00001103
2501,397361078,2.20668317,0.00011217,0.00013646,513760.56596245,2.20911859,0.00001382,0.00001515,379109.01072684,2.20910371,0.00245782,0.00002436
2502,397679167,3.29114156,0.00001171,0.00002006,213006.32351275,3.25490166,0.00000000,0.00563901,170295.07623476,3.29112142,0.03308889,0.00003868
2503,39818458,3.81537429,0.00002688,0.00002410,5095416.20913565,3.81558321,0.00016269,0.00018191,5869112.44014914,3.81539618,0.00004302,0.00026764
2504,398221405,2.10889853,0.00033505,0.00034153,15978.95749759,2.10860165,0.00006104,0.00002064,14851.80559161,2.10861633,0.00007402,0.00042660
2505,398673007,0.54326867,0.00000077,0.00000077,607430986.52045298,0.54323954,0.00000104,0.00000044,770854348.25172043,0.54326766,0.00002849,0.00000145
2506,398850090,13.18205294,0.00004845,0.00005010,27280121.05363095,13.18200062,0.00019033,0.00016512,26090806.84191376,13.18203937,0.00013199,0.00008161
2507,39903672,3.03125283,0.00004329,0.00004502,101444.41755440,3.03117153,0.00017663,0.00006083,98943.91249836,3.03121725,0.00013265,0.00006062
2508,399181042,3.14718530,0.00000053,0.00000053,65779060.05089077,3.14574699,0.00000316,0.00000000,60888622.70475188,3.14718473,0.00144018,0.00000095
2509,399729481,0.80393207,0.00002322,0.00002230,313296.21766727,0.80403475,0.00001452,0.00001549,116680.10284136,0.80402765,0.00009059,0.00001887
2510,399737080,0.91059920,0.00000555,0.00000557,383726.34272991,0.91060415,0.00000606,0.00000249,381348.55584280,0.91060151,0.00000606,0.00000456
2511,399822840,1.00276990,0.00006026,0.00007130,39251.85171861,1.00277237,0.00000223,0.00000176,38376.02396425,1.00277228,0.00003007,0.00003037
2512,40038743,7.16810270,0.00000919,0.00000955,76331647.49654377,7.16855508,0.00000927,0.00031266,45719676.03713130,7.16854745,0.00044625,0.00022300
2513,400445441,1.09763388,0.00001333,0.00001312,48502866.94311640,1.09789127,0.00000749,0.00000427,23704728.49156348,1.09788622,0.00025271,0.00000800
2514,400525177,1.87288038,0.00000176,0.00000297,457807.70742780,1.87226151,0.00000000,0.00000000,139722.99291781,1.87288043,0.00000180,0.00000290
2515,40102236,0.38168967,0.00000204,0.00000207,1738015.54035732,0.38168778,0.00000093,0.00000035,2416490.18384973,0.38168817,0.00000109,0.00000278
2516,401925979,0.48012950,0.00000000,0.00000000,82985819.62501222,0.48016681,0.00000050,0.00000014,22946151.91540278,0.48016681,0.00000050,0.00000014
2517,401946845,0.49089745,0.00000160,0.00000188,85520384.72088431,0.49094173,0.00000049,0.00000007,20916763.78001203,0.49094157,0.00004257,0.00000022
2518,402107145,0.29233116,0.00000001,0.00000000,2335429820.91312504,0.29235058,0.00000003,0.00000001,1036890266.45656121,0.29235057,0.00001941,0.00000002
2519,402112785,10.93989848,0.00049697,0.00041746,34980.50857119,10.93950849,0.00081094,0.00088574,34247.21137869,10.93975229,0.00071814,0.00057444
2520,40219040,0.52472899,0.00000041,0.00000041,131218008.42416956,0.52471792,0.00000012,0.00000006,7011560.57882021,0.52471792,0.00000012,0.00000007
2521,402447670,4.35326913,0.00000101,0.00000090,1460150.32680181,4.35385218,0.00004832,0.00004362,8371406.67546557,4.35326931,0.00000113,0.00000185
2522,40244907,3.31781554,0.00000124,0.00000119,1923610266.02446389,3.31777643,0.00000190,0.00000162,2096461698.04172802,3.31781321,0.00003757,0.00000297
2523,40288117,1.69484014,0.00000431,0.00000411,6562822.61146176,1.69403888,0.00000053,0.00000010,3355776.75064017,1.69403900,0.00000052,0.00080137
2524,403037785,1.35731198,0.00000137,0.00000140,32925225.19446467,1.35730319,0.00000202,0.00008691,119931023.69198903,1.35731196,0.00000215,0.00000209
2525,403136932,0.30284482,0.00000017,0.00000008,4432116.20985697,0.30284461,0.00000016,0.00000007,3996035.58409362,0.30284466,0.00000015,0.00000019
2526,403757320,1.00237207,0.00004362,0.00014197,18850.41362035,1.00228818,0.00001242,0.00000545,15006.00044528,1.00229410,0.00001362,0.00012624
2527,40378419,4.74591760,0.00000881,0.00000920,105515880.54665212,4.74591445,0.00001446,0.00001467,105484036.63587612,4.74591626,0.00001202,0.00001141
2528,404854539,0.36220924,0.00000001,0.00000000,407633827.83000135,0.36221375,0.00000010,0.00000010,199037997.89714023,0.36221372,0.00000448,0.00000012
2529,404927661,18.53620294,0.00000813,0.00000859,4514135.24697777,18.53636601,0.00004680,0.00000243,3368548.96100940,18.53630895,0.00010891,0.00005850
2530,405034090,0.72951457,0.00001878,0.00001869,78349.31737144,0.72952026,0.00001158,0.00001149,35069.10069242,0.72951912,0.00001437,0.00001307
2531,406276109,7.54694340,0.00047077,0.00043255,28745.53990991,7.54670788,0.00083035,0.00056058,27775.15412651,7.54682605,0.00067519,0.00051188
2532,406421379,2.02526318,0.00000021,0.00000022,8922484.12604977,2.02490539,0.00001435,0.00031099,28561333.10000158,2.02526285,0.00021764,0.00000054
2533,406781370,0.89665852,0.00000020,0.00000010,21451442.07236936,0.89668419,0.00000056,0.00000148,79101420.77317567,0.89665855,0.00000020,0.00002524
2534,408256672,0.25489404,0.00000007,0.00000003,8660482.73521748,0.25489588,0.00000020,0.00000017,1137774.56326371,0.25489585,0.00000030,0.00000018
2535,408351887,1.07314306,0.00003539,0.00003574,2448641.96174623,NaN,NaN,NaN,62214.65467356,1.07314313,0.00003640,0.00003224
2536,410578942,5.90265784,0.00001199,0.00001194,312290521.54892558,5.90259241,0.00003760,0.00002245,323445153.08612263,5.90263706,0.00006163,0.00002683
2537,412942849,0.19030380,0.00000393,0.00000346,27585.43824903,0.19030222,0.00000606,0.00001824,50212.30934901,0.19030368,0.00000502,0.00000576
2538,413395842,0.89706287,0.00002420,0.00002243,1921888.87498458,0.89706672,0.00000851,0.00001268,2588527.14204557,0.89706559,0.00001746,0.00001647
2539,414019028,8.71823098,0.00009900,0.00010258,144340.58005846,8.71842622,0.00017134,0.00017614,267010.41155983,8.71827436,0.00012487,0.00018189
2540,41536849,1.91346315,0.00041774,0.00026145,19670.41045404,1.91347006,0.00000004,0.00000000,21303.82057168,1.91347079,0.00031089,0.00018235
2541,415528958,11.04128804,0.00005428,0.00005660,7948617.85940693,11.03800694,0.00005431,0.00005170,6415899.09673264,11.03808022,0.00010282,0.00322817
2542,415783540,0.21686099,0.00000309,0.00000531,25514.83137176,0.21691437,0.00008598,0.00000000,20328.28068659,0.21686087,0.00001740,0.00001096
2543,415873588,3.49112769,0.00000326,0.00000373,548156502.97331107,3.49139595,0.00007381,0.00000858,450926603.59959984,3.49129543,0.00016896,0.00010511
2544,416024040,0.65530449,0.00000042,0.00000018,36190934.25759931,0.65530664,0.00000048,0.00011305,37439088.39792815,0.65530506,0.00000079,0.00005333
2545,417118871,0.28223143,0.00000005,0.00000004,65579180.52464400,0.28223138,0.00000004,0.00000025,66119253.51853621,0.28223142,0.00000007,0.00000009
2546,417705690,NaN,NaN,NaN,NaN,2.36340513,0.00000000,0.00000000,41294.05170431,2.36340513,0.00000000,0.00000000
2547,417728778,3.43095948,0.00000186,0.00000198,1235859814.29411459,3.43096057,0.00003260,0.00043549,1143230248.90852904,3.43095954,0.00001562,0.00021428
2548,417734853,11.44626364,0.00008318,0.00009255,19573017.34437244,11.44621401,0.00012893,0.00010800,19590310.49997356,11.44624183,0.00011047,0.00010001
2549,418221292,3.39554349,0.00000750,0.00000707,9994201.07670987,3.39541212,0.00007152,0.00013098,6075012.45417118,3.39552269,0.00015830,0.00002704
2550,418244848,3.45717812,0.00000019,0.00000020,859366080.66675687,3.45691996,0.00002856,0.00004486,910223018.66473544,3.45717758,0.00027137,0.00000064
2551,418292424,3.36375356,0.00000022,0.00000024,453759706.49567616,3.36375138,0.00000102,0.00000050,476148689.71503121,3.36375316,0.00000223,0.00000052
2552,418527327,2.04456058,0.00000130,0.00000089,3954473.76410173,2.04562335,0.00001697,0.00001043,3586134.74949428,2.04559506,0.00103511,0.00003361
